FECHA;VENTAS;CIUDAD;TOTAL_VENTA
30/05/2024;91;BARRANQUILLA;22.750,00 €
12/08/2024;197;SAN ANDRES;49.250,00 €
10/05/2024;552;BOGOTA;138.000,00 €
12/04/2024;784;ARMENIA;196.000,00 €
30/06/2024;701;SANTANDER;175.250,00 €
22/06/2024;117;CUCUTA;29.250,00 €
09/07/2024;966;NARIÑO;241.500,00 €
19/08/2024;520;PUTUMUYO;130.000,00 €
27/08/2024;287;BOGOTA;71.750,00 €
09/02/2024;167;IBAGUE;41.750,00 €
18/07/2024;901;PEREIRA;225.250,00 €
08/07/2024;441;MANIZALES;110.250,00 €
12/08/2024;946;ARMENIA;236.500,00 €
23/06/2024;895;ALEMANIA;223.750,00 €
30/03/2024;230;SUIZA;57.500,00 €
28/04/2024;503;ESPAÑA;125.750,00 €
27/08/2024;742;CALI;185.500,00 €
30/08/2024;261;BARRANQUILLA;65.250,00 €
01/06/2024;7;SAN ANDRES;1.750,00 €
22/08/2024;387;BOGOTA;96.750,00 €
21/05/2024;843;ARMENIA;210.750,00 €
08/05/2024;906;SANTANDER;226.500,00 €
09/04/2024;914;CUCUTA;228.500,00 €
10/01/2024;490;NARIÑO;122.500,00 €
31/01/2024;745;PUTUMUYO;186.250,00 €
27/06/2024;264;BOGOTA;66.000,00 €
15/08/2024;203;IBAGUE;50.750,00 €
13/04/2024;963;PEREIRA;240.750,00 €
21/06/2024;91;MANIZALES;22.750,00 €
27/01/2024;385;ARMENIA;96.250,00 €
19/04/2024;1000;ALEMANIA;250.000,00 €
15/04/2024;765;SUIZA;191.250,00 €
30/05/2024;430;ESPAÑA;107.500,00 €
18/05/2024;660;CALI;165.000,00 €
10/04/2024;416;BARRANQUILLA;104.000,00 €
01/02/2024;480;SAN ANDRES;120.000,00 €
16/08/2024;190;BOGOTA;47.500,00 €
21/08/2024;379;ARMENIA;94.750,00 €
08/03/2024;971;SANTANDER;242.750,00 €
30/03/2024;815;CUCUTA;203.750,00 €
21/01/2024;955;NARIÑO;238.750,00 €
13/06/2024;740;PUTUMUYO;185.000,00 €
12/04/2024;79;BOGOTA;19.750,00 €
05/06/2024;658;IBAGUE;164.500,00 €
07/02/2024;818;PEREIRA;204.500,00 €
18/04/2024;162;MANIZALES;40.500,00 €
08/05/2024;13;ARMENIA;3.250,00 €
24/07/2024;255;ALEMANIA;63.750,00 €
31/03/2024;687;SUIZA;171.750,00 €
01/06/2024;108;ESPAÑA;27.000,00 €
18/01/2024;516;CALI;129.000,00 €
22/04/2024;91;BARRANQUILLA;22.750,00 €
03/04/2024;792;SAN ANDRES;198.000,00 €
17/07/2024;315;BOGOTA;78.750,00 €
25/05/2024;662;ARMENIA;165.500,00 €
29/03/2024;382;SANTANDER;95.500,00 €
29/08/2024;715;CUCUTA;178.750,00 €
01/07/2024;860;NARIÑO;215.000,00 €
17/02/2024;122;PUTUMUYO;30.500,00 €
07/04/2024;627;BOGOTA;156.750,00 €
10/05/2024;394;IBAGUE;98.500,00 €
20/05/2024;594;PEREIRA;148.500,00 €
16/06/2024;653;MANIZALES;163.250,00 €
26/05/2024;871;ARMENIA;217.750,00 €
29/03/2024;44;ALEMANIA;11.000,00 €
29/07/2024;823;SUIZA;205.750,00 €
13/08/2024;906;ESPAÑA;226.500,00 €
27/08/2024;748;CALI;187.000,00 €
17/08/2024;188;BARRANQUILLA;47.000,00 €
15/04/2024;182;SAN ANDRES;45.500,00 €
06/01/2024;481;BOGOTA;120.250,00 €
28/05/2024;359;ARMENIA;89.750,00 €
29/03/2024;248;SANTANDER;62.000,00 €
11/01/2024;159;CUCUTA;39.750,00 €
13/02/2024;738;NARIÑO;184.500,00 €
30/04/2024;834;PUTUMUYO;208.500,00 €
30/07/2024;918;BOGOTA;229.500,00 €
30/03/2024;992;IBAGUE;248.000,00 €
22/06/2024;600;PEREIRA;150.000,00 €
06/02/2024;425;MANIZALES;106.250,00 €
29/01/2024;751;ARMENIA;187.750,00 €
14/07/2024;459;ALEMANIA;114.750,00 €
15/04/2024;842;SUIZA;210.500,00 €
20/01/2024;343;ESPAÑA;85.750,00 €
07/03/2024;515;CALI;128.750,00 €
22/04/2024;601;BARRANQUILLA;150.250,00 €
29/07/2024;67;SAN ANDRES;16.750,00 €
10/08/2024;253;BOGOTA;63.250,00 €
21/08/2024;358;ARMENIA;89.500,00 €
21/01/2024;382;SANTANDER;95.500,00 €
25/04/2024;108;CUCUTA;27.000,00 €
24/05/2024;281;NARIÑO;70.250,00 €
16/05/2024;882;PUTUMUYO;220.500,00 €
23/04/2024;567;BOGOTA;141.750,00 €
24/07/2024;784;IBAGUE;196.000,00 €
19/07/2024;970;PEREIRA;242.500,00 €
09/08/2024;632;MANIZALES;158.000,00 €
07/05/2024;440;ARMENIA;110.000,00 €
19/05/2024;95;ALEMANIA;23.750,00 €
26/06/2024;859;SUIZA;214.750,00 €
31/07/2024;837;ESPAÑA;209.250,00 €
20/04/2024;161;CALI;40.250,00 €
06/04/2024;408;BARRANQUILLA;102.000,00 €
05/06/2024;98;SAN ANDRES;24.500,00 €
18/05/2024;90;BOGOTA;22.500,00 €
17/04/2024;57;ARMENIA;14.250,00 €
16/08/2024;655;SANTANDER;163.750,00 €
23/06/2024;4;CUCUTA;1.000,00 €
22/08/2024;606;NARIÑO;151.500,00 €
04/03/2024;807;PUTUMUYO;201.750,00 €
14/04/2024;195;BOGOTA;48.750,00 €
20/07/2024;647;IBAGUE;161.750,00 €
13/08/2024;417;PEREIRA;104.250,00 €
26/02/2024;44;MANIZALES;11.000,00 €
12/06/2024;518;ARMENIA;129.500,00 €
09/07/2024;523;ALEMANIA;130.750,00 €
20/02/2024;729;SUIZA;182.250,00 €
10/07/2024;149;ESPAÑA;37.250,00 €
17/08/2024;223;CALI;55.750,00 €
14/02/2024;257;BARRANQUILLA;64.250,00 €
22/06/2024;249;SAN ANDRES;62.250,00 €
26/08/2024;65;BOGOTA;16.250,00 €
17/02/2024;56;ARMENIA;14.000,00 €
09/01/2024;272;SANTANDER;68.000,00 €
02/06/2024;346;CUCUTA;86.500,00 €
21/06/2024;157;NARIÑO;39.250,00 €
05/05/2024;814;PUTUMUYO;203.500,00 €
25/02/2024;545;BOGOTA;136.250,00 €
25/02/2024;668;IBAGUE;167.000,00 €
26/03/2024;45;PEREIRA;11.250,00 €
30/04/2024;365;MANIZALES;91.250,00 €
24/01/2024;370;ARMENIA;92.500,00 €
26/08/2024;690;ALEMANIA;172.500,00 €
23/06/2024;620;SUIZA;155.000,00 €
23/03/2024;916;ESPAÑA;229.000,00 €
13/01/2024;494;CALI;123.500,00 €
06/04/2024;994;BARRANQUILLA;248.500,00 €
22/02/2024;677;SAN ANDRES;169.250,00 €
23/05/2024;211;BOGOTA;52.750,00 €
28/07/2024;98;ARMENIA;24.500,00 €
25/03/2024;52;SANTANDER;13.000,00 €
18/01/2024;568;CUCUTA;142.000,00 €
23/07/2024;786;NARIÑO;196.500,00 €
14/07/2024;126;PUTUMUYO;31.500,00 €
18/04/2024;821;BOGOTA;205.250,00 €
28/01/2024;457;IBAGUE;114.250,00 €
15/04/2024;285;PEREIRA;71.250,00 €
13/06/2024;944;MANIZALES;236.000,00 €
18/08/2024;158;ARMENIA;39.500,00 €
24/07/2024;607;ALEMANIA;151.750,00 €
01/07/2024;480;SUIZA;120.000,00 €
03/05/2024;369;ESPAÑA;92.250,00 €
10/01/2024;903;CALI;225.750,00 €
27/05/2024;825;BARRANQUILLA;206.250,00 €
04/01/2024;651;SAN ANDRES;162.750,00 €
25/05/2024;153;BOGOTA;38.250,00 €
16/08/2024;314;ARMENIA;78.500,00 €
26/06/2024;574;SANTANDER;143.500,00 €
23/02/2024;266;CUCUTA;66.500,00 €
21/08/2024;890;NARIÑO;222.500,00 €
19/03/2024;494;PUTUMUYO;123.500,00 €
20/04/2024;640;BOGOTA;160.000,00 €
13/07/2024;214;IBAGUE;53.500,00 €
15/02/2024;907;PEREIRA;226.750,00 €
08/04/2024;989;MANIZALES;247.250,00 €
27/06/2024;284;ARMENIA;71.000,00 €
06/07/2024;71;ALEMANIA;17.750,00 €
19/02/2024;556;SUIZA;139.000,00 €
26/05/2024;519;ESPAÑA;129.750,00 €
11/06/2024;935;CALI;233.750,00 €
15/06/2024;197;BARRANQUILLA;49.250,00 €
08/01/2024;369;SAN ANDRES;92.250,00 €
04/01/2024;982;BOGOTA;245.500,00 €
22/06/2024;632;ARMENIA;158.000,00 €
29/05/2024;877;SANTANDER;219.250,00 €
18/01/2024;590;CUCUTA;147.500,00 €
22/07/2024;542;NARIÑO;135.500,00 €
09/08/2024;70;PUTUMUYO;17.500,00 €
04/04/2024;62;BOGOTA;15.500,00 €
20/04/2024;544;IBAGUE;136.000,00 €
25/06/2024;550;PEREIRA;137.500,00 €
05/08/2024;947;MANIZALES;236.750,00 €
02/05/2024;753;ARMENIA;188.250,00 €
16/03/2024;319;ALEMANIA;79.750,00 €
01/05/2024;407;SUIZA;101.750,00 €
20/03/2024;947;ESPAÑA;236.750,00 €
08/07/2024;345;CALI;86.250,00 €
13/03/2024;473;BARRANQUILLA;118.250,00 €
16/06/2024;362;SAN ANDRES;90.500,00 €
03/07/2024;644;BOGOTA;161.000,00 €
25/07/2024;795;ARMENIA;198.750,00 €
13/03/2024;941;SANTANDER;235.250,00 €
17/08/2024;378;CUCUTA;94.500,00 €
29/04/2024;652;NARIÑO;163.000,00 €
02/03/2024;535;PUTUMUYO;133.750,00 €
10/03/2024;51;BOGOTA;12.750,00 €
18/04/2024;198;IBAGUE;49.500,00 €
28/05/2024;504;PEREIRA;126.000,00 €
30/04/2024;224;MANIZALES;56.000,00 €
24/01/2024;213;ARMENIA;53.250,00 €
27/06/2024;418;ALEMANIA;104.500,00 €
03/08/2024;225;SUIZA;56.250,00 €
01/03/2024;915;ESPAÑA;228.750,00 €
02/01/2024;811;CALI;202.750,00 €
21/05/2024;419;BARRANQUILLA;104.750,00 €
02/03/2024;992;SAN ANDRES;248.000,00 €
20/05/2024;298;BOGOTA;74.500,00 €
05/05/2024;527;ARMENIA;131.750,00 €
15/02/2024;217;SANTANDER;54.250,00 €
24/05/2024;424;CUCUTA;106.000,00 €
15/01/2024;569;NARIÑO;142.250,00 €
09/04/2024;402;PUTUMUYO;100.500,00 €
28/03/2024;959;BOGOTA;239.750,00 €
17/02/2024;153;IBAGUE;38.250,00 €
31/08/2024;617;PEREIRA;154.250,00 €
21/03/2024;765;MANIZALES;191.250,00 €
18/07/2024;157;ARMENIA;39.250,00 €
19/02/2024;449;ALEMANIA;112.250,00 €
05/01/2024;28;SUIZA;7.000,00 €
24/02/2024;475;ESPAÑA;118.750,00 €
14/02/2024;492;CALI;123.000,00 €
25/08/2024;208;BARRANQUILLA;52.000,00 €
23/05/2024;277;SAN ANDRES;69.250,00 €
18/01/2024;504;BOGOTA;126.000,00 €
12/07/2024;521;ARMENIA;130.250,00 €
02/04/2024;132;SANTANDER;33.000,00 €
14/03/2024;250;CUCUTA;62.500,00 €
31/05/2024;818;NARIÑO;204.500,00 €
28/04/2024;648;PUTUMUYO;162.000,00 €
11/01/2024;777;BOGOTA;194.250,00 €
24/06/2024;699;IBAGUE;174.750,00 €
25/07/2024;101;PEREIRA;25.250,00 €
29/03/2024;199;MANIZALES;49.750,00 €
28/04/2024;499;ARMENIA;124.750,00 €
02/06/2024;66;ALEMANIA;16.500,00 €
24/01/2024;419;SUIZA;104.750,00 €
11/02/2024;306;ESPAÑA;76.500,00 €
31/08/2024;501;CALI;125.250,00 €
07/04/2024;885;BARRANQUILLA;221.250,00 €
26/04/2024;739;SAN ANDRES;184.750,00 €
30/08/2024;285;BOGOTA;71.250,00 €
27/03/2024;601;ARMENIA;150.250,00 €
08/03/2024;529;SANTANDER;132.250,00 €
10/06/2024;829;CUCUTA;207.250,00 €
26/07/2024;863;NARIÑO;215.750,00 €
21/03/2024;521;PUTUMUYO;130.250,00 €
30/05/2024;519;BOGOTA;129.750,00 €
21/03/2024;759;IBAGUE;189.750,00 €
03/02/2024;663;PEREIRA;165.750,00 €
29/03/2024;878;MANIZALES;219.500,00 €
05/07/2024;554;ARMENIA;138.500,00 €
27/01/2024;308;ALEMANIA;77.000,00 €
26/01/2024;238;SUIZA;59.500,00 €
11/03/2024;668;ESPAÑA;167.000,00 €
30/06/2024;179;CALI;44.750,00 €
31/03/2024;852;BARRANQUILLA;213.000,00 €
25/06/2024;322;SAN ANDRES;80.500,00 €
17/06/2024;69;BOGOTA;17.250,00 €
07/03/2024;999;ARMENIA;249.750,00 €
04/05/2024;516;SANTANDER;129.000,00 €
27/03/2024;393;CUCUTA;98.250,00 €
05/05/2024;315;NARIÑO;78.750,00 €
16/01/2024;525;PUTUMUYO;131.250,00 €
26/07/2024;449;BOGOTA;112.250,00 €
11/02/2024;37;IBAGUE;9.250,00 €
18/02/2024;950;PEREIRA;237.500,00 €
13/03/2024;217;MANIZALES;54.250,00 €
18/06/2024;587;ARMENIA;146.750,00 €
14/04/2024;255;ALEMANIA;63.750,00 €
19/07/2024;186;SUIZA;46.500,00 €
12/03/2024;188;ESPAÑA;47.000,00 €
31/07/2024;457;CALI;114.250,00 €
11/05/2024;216;BARRANQUILLA;54.000,00 €
22/02/2024;709;SAN ANDRES;177.250,00 €
11/01/2024;374;BOGOTA;93.500,00 €
11/02/2024;44;ARMENIA;11.000,00 €
21/07/2024;896;SANTANDER;224.000,00 €
05/04/2024;223;CUCUTA;55.750,00 €
02/05/2024;746;NARIÑO;186.500,00 €
21/02/2024;32;PUTUMUYO;8.000,00 €
01/04/2024;492;BOGOTA;123.000,00 €
05/05/2024;432;IBAGUE;108.000,00 €
10/03/2024;238;PEREIRA;59.500,00 €
31/05/2024;996;MANIZALES;249.000,00 €
28/07/2024;129;ARMENIA;32.250,00 €
20/01/2024;869;ALEMANIA;217.250,00 €
18/03/2024;222;SUIZA;55.500,00 €
23/03/2024;228;ESPAÑA;57.000,00 €
23/07/2024;955;CALI;238.750,00 €
09/01/2024;296;BARRANQUILLA;74.000,00 €
14/01/2024;432;SAN ANDRES;108.000,00 €
08/07/2024;375;BOGOTA;93.750,00 €
20/07/2024;876;ARMENIA;219.000,00 €
15/01/2024;365;SANTANDER;91.250,00 €
13/05/2024;235;CUCUTA;58.750,00 €
11/03/2024;985;NARIÑO;246.250,00 €
24/07/2024;288;PUTUMUYO;72.000,00 €
13/06/2024;18;BOGOTA;4.500,00 €
27/03/2024;565;IBAGUE;141.250,00 €
19/03/2024;532;PEREIRA;133.000,00 €
11/04/2024;325;MANIZALES;81.250,00 €
30/01/2024;562;ARMENIA;140.500,00 €
20/05/2024;373;ALEMANIA;93.250,00 €
12/05/2024;351;SUIZA;87.750,00 €
05/02/2024;847;ESPAÑA;211.750,00 €
13/03/2024;540;CALI;135.000,00 €
29/07/2024;662;BARRANQUILLA;165.500,00 €
27/01/2024;887;SAN ANDRES;221.750,00 €
30/05/2024;831;BOGOTA;207.750,00 €
18/03/2024;530;ARMENIA;132.500,00 €
25/01/2024;405;SANTANDER;101.250,00 €
30/05/2024;804;CUCUTA;201.000,00 €
01/08/2024;846;NARIÑO;211.500,00 €
23/01/2024;740;PUTUMUYO;185.000,00 €
24/06/2024;36;BOGOTA;9.000,00 €
06/01/2024;781;IBAGUE;195.250,00 €
07/02/2024;922;PEREIRA;230.500,00 €
07/08/2024;30;MANIZALES;7.500,00 €
20/04/2024;85;ARMENIA;21.250,00 €
30/07/2024;757;ALEMANIA;189.250,00 €
18/05/2024;107;SUIZA;26.750,00 €
26/06/2024;823;ESPAÑA;205.750,00 €
16/07/2024;571;CALI;142.750,00 €
15/06/2024;169;BARRANQUILLA;42.250,00 €
18/03/2024;693;SAN ANDRES;173.250,00 €
22/06/2024;904;BOGOTA;226.000,00 €
12/07/2024;650;ARMENIA;162.500,00 €
30/05/2024;453;SANTANDER;113.250,00 €
02/04/2024;587;CUCUTA;146.750,00 €
11/03/2024;574;NARIÑO;143.500,00 €
26/05/2024;77;PUTUMUYO;19.250,00 €
09/04/2024;741;BOGOTA;185.250,00 €
05/03/2024;271;IBAGUE;67.750,00 €
12/02/2024;13;PEREIRA;3.250,00 €
24/08/2024;86;MANIZALES;21.500,00 €
06/01/2024;674;ARMENIA;168.500,00 €
05/07/2024;874;ALEMANIA;218.500,00 €
01/07/2024;550;SUIZA;137.500,00 €
21/02/2024;61;ESPAÑA;15.250,00 €
10/05/2024;165;CALI;41.250,00 €
03/06/2024;511;BARRANQUILLA;127.750,00 €
06/05/2024;557;SAN ANDRES;139.250,00 €
13/04/2024;992;BOGOTA;248.000,00 €
30/01/2024;92;ARMENIA;23.000,00 €
25/01/2024;422;SANTANDER;105.500,00 €
18/06/2024;29;CUCUTA;7.250,00 €
01/01/2024;877;NARIÑO;219.250,00 €
15/01/2024;726;PUTUMUYO;181.500,00 €
07/07/2024;711;BOGOTA;177.750,00 €
18/05/2024;990;IBAGUE;247.500,00 €
08/05/2024;316;PEREIRA;79.000,00 €
01/08/2024;121;MANIZALES;30.250,00 €
24/06/2024;656;ARMENIA;164.000,00 €
16/05/2024;683;ALEMANIA;170.750,00 €
07/02/2024;990;SUIZA;247.500,00 €
26/04/2024;442;ESPAÑA;110.500,00 €
12/04/2024;473;CALI;118.250,00 €
28/01/2024;871;BARRANQUILLA;217.750,00 €
01/05/2024;343;SAN ANDRES;85.750,00 €
12/05/2024;414;BOGOTA;103.500,00 €
13/02/2024;756;ARMENIA;189.000,00 €
15/07/2024;197;SANTANDER;49.250,00 €
23/02/2024;165;CUCUTA;41.250,00 €
07/02/2024;931;NARIÑO;232.750,00 €
02/06/2024;187;PUTUMUYO;46.750,00 €
31/01/2024;758;BOGOTA;189.500,00 €
22/02/2024;771;IBAGUE;192.750,00 €
23/02/2024;451;PEREIRA;112.750,00 €
28/01/2024;213;MANIZALES;53.250,00 €
11/01/2024;389;ARMENIA;97.250,00 €
24/06/2024;656;ALEMANIA;164.000,00 €
14/08/2024;678;SUIZA;169.500,00 €
23/03/2024;973;ESPAÑA;243.250,00 €
11/07/2024;607;CALI;151.750,00 €
06/01/2024;746;BARRANQUILLA;186.500,00 €
26/08/2024;830;SAN ANDRES;207.500,00 €
07/01/2024;375;BOGOTA;93.750,00 €
29/07/2024;629;ARMENIA;157.250,00 €
11/07/2024;718;SANTANDER;179.500,00 €
25/02/2024;723;CUCUTA;180.750,00 €
01/08/2024;623;NARIÑO;155.750,00 €
26/07/2024;147;PUTUMUYO;36.750,00 €
21/04/2024;678;BOGOTA;169.500,00 €
27/06/2024;411;IBAGUE;102.750,00 €
29/01/2024;381;PEREIRA;95.250,00 €
04/03/2024;240;MANIZALES;60.000,00 €
27/04/2024;389;ARMENIA;97.250,00 €
19/08/2024;207;ALEMANIA;51.750,00 €
29/07/2024;376;SUIZA;94.000,00 €
12/06/2024;608;ESPAÑA;152.000,00 €
14/05/2024;244;CALI;61.000,00 €
23/05/2024;232;BARRANQUILLA;58.000,00 €
31/03/2024;339;SAN ANDRES;84.750,00 €
26/04/2024;63;BOGOTA;15.750,00 €
03/08/2024;612;ARMENIA;153.000,00 €
28/02/2024;132;SANTANDER;33.000,00 €
20/08/2024;701;CUCUTA;175.250,00 €
15/03/2024;996;NARIÑO;249.000,00 €
07/05/2024;138;PUTUMUYO;34.500,00 €
15/01/2024;34;BOGOTA;8.500,00 €
31/01/2024;820;IBAGUE;205.000,00 €
18/01/2024;403;PEREIRA;100.750,00 €
15/05/2024;776;MANIZALES;194.000,00 €
24/02/2024;179;ARMENIA;44.750,00 €
25/04/2024;182;ALEMANIA;45.500,00 €
06/04/2024;692;SUIZA;173.000,00 €
15/07/2024;891;ESPAÑA;222.750,00 €
09/08/2024;920;CALI;230.000,00 €
31/03/2024;167;BARRANQUILLA;41.750,00 €
04/04/2024;352;SAN ANDRES;88.000,00 €
29/07/2024;326;BOGOTA;81.500,00 €
16/08/2024;569;ARMENIA;142.250,00 €
03/02/2024;970;SANTANDER;242.500,00 €
13/07/2024;271;CUCUTA;67.750,00 €
19/01/2024;260;NARIÑO;65.000,00 €
01/02/2024;98;PUTUMUYO;24.500,00 €
15/05/2024;286;BOGOTA;71.500,00 €
14/06/2024;599;IBAGUE;149.750,00 €
22/05/2024;226;PEREIRA;56.500,00 €
04/06/2024;285;MANIZALES;71.250,00 €
24/08/2024;958;ARMENIA;239.500,00 €
25/02/2024;686;ALEMANIA;171.500,00 €
10/04/2024;124;SUIZA;31.000,00 €
22/01/2024;560;ESPAÑA;140.000,00 €
06/06/2024;125;CALI;31.250,00 €
15/07/2024;60;BARRANQUILLA;15.000,00 €
27/08/2024;59;SAN ANDRES;14.750,00 €
16/03/2024;842;BOGOTA;210.500,00 €
29/02/2024;496;ARMENIA;124.000,00 €
20/01/2024;876;SANTANDER;219.000,00 €
12/08/2024;814;CUCUTA;203.500,00 €
17/08/2024;148;NARIÑO;37.000,00 €
19/06/2024;939;PUTUMUYO;234.750,00 €
22/05/2024;814;BOGOTA;203.500,00 €
07/04/2024;613;IBAGUE;153.250,00 €
04/04/2024;311;PEREIRA;77.750,00 €
17/08/2024;420;MANIZALES;105.000,00 €
30/06/2024;137;ARMENIA;34.250,00 €
23/02/2024;103;ALEMANIA;25.750,00 €
20/01/2024;8;SUIZA;2.000,00 €
07/01/2024;738;ESPAÑA;184.500,00 €
14/01/2024;45;CALI;11.250,00 €
15/01/2024;353;BARRANQUILLA;88.250,00 €
06/06/2024;653;SAN ANDRES;163.250,00 €
05/02/2024;227;BOGOTA;56.750,00 €
25/08/2024;990;ARMENIA;247.500,00 €
30/01/2024;178;SANTANDER;44.500,00 €
13/05/2024;601;CUCUTA;150.250,00 €
18/07/2024;3;NARIÑO;750,00 €
24/04/2024;686;PUTUMUYO;171.500,00 €
02/06/2024;406;BOGOTA;101.500,00 €
08/04/2024;282;IBAGUE;70.500,00 €
25/08/2024;213;PEREIRA;53.250,00 €
30/06/2024;960;MANIZALES;240.000,00 €
05/05/2024;628;ARMENIA;157.000,00 €
17/06/2024;685;ALEMANIA;171.250,00 €
08/03/2024;597;SUIZA;149.250,00 €
04/04/2024;960;ESPAÑA;240.000,00 €
07/07/2024;425;CALI;106.250,00 €
16/05/2024;676;BARRANQUILLA;169.000,00 €
02/06/2024;250;SAN ANDRES;62.500,00 €
27/04/2024;404;BOGOTA;101.000,00 €
09/05/2024;634;ARMENIA;158.500,00 €
06/03/2024;332;SANTANDER;83.000,00 €
23/03/2024;974;CUCUTA;243.500,00 €
01/04/2024;987;NARIÑO;246.750,00 €
27/06/2024;421;PUTUMUYO;105.250,00 €
03/08/2024;857;BOGOTA;214.250,00 €
04/02/2024;613;IBAGUE;153.250,00 €
15/07/2024;665;PEREIRA;166.250,00 €
02/02/2024;501;MANIZALES;125.250,00 €
16/04/2024;765;ARMENIA;191.250,00 €
20/08/2024;411;ALEMANIA;102.750,00 €
19/04/2024;712;SUIZA;178.000,00 €
29/06/2024;295;ESPAÑA;73.750,00 €
14/07/2024;695;CALI;173.750,00 €
26/02/2024;403;BARRANQUILLA;100.750,00 €
30/07/2024;334;SAN ANDRES;83.500,00 €
22/07/2024;799;BOGOTA;199.750,00 €
14/08/2024;435;ARMENIA;108.750,00 €
13/02/2024;311;SANTANDER;77.750,00 €
01/05/2024;24;CUCUTA;6.000,00 €
19/01/2024;978;NARIÑO;244.500,00 €
14/07/2024;850;PUTUMUYO;212.500,00 €
04/06/2024;215;BOGOTA;53.750,00 €
18/03/2024;117;IBAGUE;29.250,00 €
11/04/2024;177;PEREIRA;44.250,00 €
29/01/2024;533;MANIZALES;133.250,00 €
24/04/2024;775;ARMENIA;193.750,00 €
17/01/2024;4;ALEMANIA;1.000,00 €
27/06/2024;589;SUIZA;147.250,00 €
21/07/2024;372;ESPAÑA;93.000,00 €
27/07/2024;714;CALI;178.500,00 €
25/08/2024;211;BARRANQUILLA;52.750,00 €
12/06/2024;667;SAN ANDRES;166.750,00 €
09/01/2024;394;BOGOTA;98.500,00 €
24/05/2024;73;ARMENIA;18.250,00 €
27/02/2024;22;SANTANDER;5.500,00 €
17/04/2024;634;CUCUTA;158.500,00 €
14/08/2024;476;NARIÑO;119.000,00 €
11/07/2024;543;PUTUMUYO;135.750,00 €
07/08/2024;404;BOGOTA;101.000,00 €
19/08/2024;478;IBAGUE;119.500,00 €
16/03/2024;684;PEREIRA;171.000,00 €
05/03/2024;592;MANIZALES;148.000,00 €
18/08/2024;177;ARMENIA;44.250,00 €
05/07/2024;281;ALEMANIA;70.250,00 €
07/02/2024;862;SUIZA;215.500,00 €
30/04/2024;427;ESPAÑA;106.750,00 €
02/05/2024;940;CALI;235.000,00 €
30/03/2024;930;BARRANQUILLA;232.500,00 €
23/08/2024;270;SAN ANDRES;67.500,00 €
05/04/2024;404;BOGOTA;101.000,00 €
24/07/2024;916;ARMENIA;229.000,00 €
17/06/2024;282;SANTANDER;70.500,00 €
26/03/2024;701;CUCUTA;175.250,00 €
28/06/2024;115;NARIÑO;28.750,00 €
01/01/2024;328;PUTUMUYO;82.000,00 €
18/01/2024;411;BOGOTA;102.750,00 €
24/08/2024;839;IBAGUE;209.750,00 €
26/07/2024;114;PEREIRA;28.500,00 €
25/02/2024;422;MANIZALES;105.500,00 €
21/08/2024;736;ARMENIA;184.000,00 €
07/02/2024;330;ALEMANIA;82.500,00 €
23/03/2024;536;SUIZA;134.000,00 €
20/06/2024;494;ESPAÑA;123.500,00 €
29/08/2024;234;CALI;58.500,00 €
19/01/2024;925;BARRANQUILLA;231.250,00 €
23/06/2024;828;SAN ANDRES;207.000,00 €
30/06/2024;612;BOGOTA;153.000,00 €
22/02/2024;597;ARMENIA;149.250,00 €
29/06/2024;594;SANTANDER;148.500,00 €
18/03/2024;604;CUCUTA;151.000,00 €
25/06/2024;581;NARIÑO;145.250,00 €
31/05/2024;297;PUTUMUYO;74.250,00 €
14/08/2024;270;BOGOTA;67.500,00 €
10/06/2024;254;IBAGUE;63.500,00 €
16/04/2024;122;PEREIRA;30.500,00 €
17/04/2024;609;MANIZALES;152.250,00 €
14/01/2024;914;ARMENIA;228.500,00 €
05/03/2024;46;ALEMANIA;11.500,00 €
20/03/2024;321;SUIZA;80.250,00 €
07/05/2024;509;ESPAÑA;127.250,00 €
28/08/2024;139;CALI;34.750,00 €
24/05/2024;836;BARRANQUILLA;209.000,00 €
16/06/2024;726;SAN ANDRES;181.500,00 €
06/02/2024;112;BOGOTA;28.000,00 €
25/04/2024;475;ARMENIA;118.750,00 €
11/05/2024;488;SANTANDER;122.000,00 €
16/01/2024;904;CUCUTA;226.000,00 €
05/04/2024;842;NARIÑO;210.500,00 €
06/02/2024;479;PUTUMUYO;119.750,00 €
07/04/2024;301;BOGOTA;75.250,00 €
26/03/2024;834;IBAGUE;208.500,00 €
15/03/2024;613;PEREIRA;153.250,00 €
04/06/2024;336;MANIZALES;84.000,00 €
02/01/2024;246;ARMENIA;61.500,00 €
27/03/2024;468;ALEMANIA;117.000,00 €
06/08/2024;710;SUIZA;177.500,00 €
10/03/2024;693;ESPAÑA;173.250,00 €
30/08/2024;796;CALI;199.000,00 €
12/03/2024;564;BARRANQUILLA;141.000,00 €
10/01/2024;478;SAN ANDRES;119.500,00 €
19/08/2024;415;BOGOTA;103.750,00 €
25/06/2024;957;ARMENIA;239.250,00 €
26/01/2024;145;SANTANDER;36.250,00 €
29/01/2024;336;CUCUTA;84.000,00 €
10/04/2024;217;NARIÑO;54.250,00 €
26/03/2024;821;PUTUMUYO;205.250,00 €
18/01/2024;35;BOGOTA;8.750,00 €
12/07/2024;418;IBAGUE;104.500,00 €
13/01/2024;905;PEREIRA;226.250,00 €
17/04/2024;754;MANIZALES;188.500,00 €
07/05/2024;924;ARMENIA;231.000,00 €
